0.03125,-0.093033981
0.0625,-0.07853598
0.09375,-0.062989187
0.125,-0.046208522
0.15625,-0.028070598
0.1875,-0.008544567
0.21875,0.012369571
0.25,0.034548428
0.28125,0.057899464
0.3125,0.082145057
0.34375,0.107007586
0.375,0.132209431
0.40625,0.157380428
0.4375,0.182181264
0.46875,0.20630347
0.5,0.229469425
0.53125,0.251463201
0.5625,0.272130564
0.59375,0.291378974
0.625,0.309270124
0.65625,0.325834861
0.6875,0.341289114
0.71875,0.355817961
0.75,0.369699026
0.78125,0.383179082
0.8125,0.396597445
0.84375,0.410200889
0.875,0.424205341
0.90625,0.438857576
0.9375,0.454219287
0.96875,0.470352169
1,0.487287068
1.03125,0.504931444
1.0625,0.523100216
1.09375,0.541639149
1.125,0.560301469
1.15625,0.578840403
1.1875,0.597070868
1.21875,0.614776937
1.25,0.631804377
1.28125,0.648029799
1.3125,0.663391511
1.34375,0.677982052
1.375,0.691801423
1.40625,0.705003858
1.4375,0.717805285
1.46875,0.730359937
1.5,0.742945435
1.53125,0.755716015
1.5625,0.76891845
1.59375,0.782706974
1.625,0.797204975
1.65625,0.812504994
1.6875,0.828607029
1.71875,0.845449387
1.75,0.862908682
1.78125,0.880830679
1.8125,0.898999451
1.84375,0.917137375
1.875,0.935059372
1.90625,0.952426127
1.9375,0.969083405
1.96875,0.984753584
2,0.999313279
2.03125,1.012608255
2.0625,1.024607664
2.09375,1.035249814
2.125,1.04456555
2.15625,1.052616568
2.1875,1.059433713
2.21875,1.065047833
2.25,1.069551467
2.28125,1.072944616
2.3125,1.07522728
2.34375,1.076337765
2.375,1.076152685
2.40625,1.074517804
2.4375,1.071248042
2.46875,1.066065777
2.5,1.058724236
2.53125,1.048914951
2.5625,1.036391146
2.59375,1.020906047
2.625,1.002212879
2.65625,0.980188256
2.6875,0.954801331
2.71875,0.926052104
2.75,0.894002267
2.78125,0.85886775
2.8125,0.820895326
2.84375,0.78042431
2.875,0.737794018
2.90625,0.693374611
2.9375,0.64762879
2.96875,0.600865025
3,0.553484324
3.03125,0.505764308
3.0625,0.457951752
3.09375,0.410231735
3.125,0.362635106
3.15625,0.315192712
3.1875,0.267842857
3.21875,0.220493003
3.25,0.172988914
3.28125,0.125145511
3.3125,0.076808559
3.34375,0.02785467
3.375,-0.021747002
3.40625,-0.07205815
3.4375,-0.122955387
3.46875,-0.174222787
3.5,-0.225582727
3.53125,-0.276695892
3.5625,-0.327068734
3.59375,-0.376207703
3.625,-0.423526711
3.65625,-0.468501361
3.6875,-0.510576411
