0,0.152346692
0.03125,0.17100219
0.0625,0.189893337
0.09375,0.209137956
0.125,0.228814598
0.15625,0.249001811
0.1875,0.269699596
0.21875,0.290829402
0.25,0.312312682
0.28125,0.33387451
0.3125,0.35535779
0.34375,0.376526871
0.375,0.397106832
0.40625,0.416862023
0.4375,0.43567462
0.46875,0.453426799
0.5,0.470000737
0.53125,0.485474982
0.5625,0.499928084
0.59375,0.513556417
0.625,0.526517079
0.65625,0.539163543
0.6875,0.551770732
0.71875,0.56469212
0.75,0.578163353
0.78125,0.592459356
0.8125,0.607815777
0.84375,0.624311165
0.875,0.641984796
0.90625,0.660836668
0.9375,0.680709683
0.96875,0.701446742
1,0.722812197
1.03125,0.744609674
1.0625,0.766603525
1.09375,0.788597376
1.125,0.810434128
1.15625,0.831917407
1.1875,0.852968664
1.21875,0.8735879
1.25,0.893696563
1.28125,0.91333393
1.3125,0.932539275
1.34375,0.951351872
1.375,0.969810997
1.40625,0.987955924
1.4375,1.005668829
1.46875,1.022949711
1.5,1.039680748
1.53125,1.055704839
1.5625,1.070864886
1.59375,1.08508234
1.625,1.098160826
1.65625,1.110021796
1.6875,1.120547424
1.71875,1.129776987
1.75,1.137671208
1.78125,1.144347913
1.8125,1.149807101
1.84375,1.154245146
1.875,1.157779872
1.90625,1.160529103
1.9375,1.162610664
1.96875,1.164142379
2,1.165084972
2.03125,1.165516994
2.0625,1.165281346
2.09375,1.164299478
2.125,1.162414291
2.15625,1.159390136
2.1875,1.155030641
2.21875,1.14921798
2.25,1.141677231
2.28125,1.132369119
2.3125,1.121136545
2.34375,1.107940235
2.375,1.092740913
2.40625,1.075577855
2.4375,1.056490334
2.46875,1.035596176
2.5,1.012934654
2.53125,0.98858432
2.5625,0.962545171
2.59375,0.934895759
2.625,0.905557533
2.65625,0.874491218
2.6875,0.841539717
2.71875,0.806624479
2.75,0.769588405
2.78125,0.730352946
2.8125,0.688839553
2.84375,0.64500895
2.875,0.598861138
2.90625,0.550474666
2.9375,0.499967359
2.96875,0.44745704
3,0.393257908
3.03125,0.337527061
3.0625,0.280578697
3.09375,0.222727014
3.125,0.164207661
3.15625,0.105295561
3.1875,0.046226362
3.21875,-0.012842838
3.25,-0.071794213
3.28125,-0.130470665
3.3125,-0.188832919
3.34375,-0.246723877
3.375,-0.304104262
3.40625,-0.360895527
3.4375,-0.416862023
3.46875,-0.471885924
3.5,-0.525770859
3.53125,-0.578241903
3.5625,-0.629063408
3.59375,-0.677921177
3.625,-0.724540286
3.65625,-0.768645811
3.6875,-0.810002106
3.71875,-0.848373521
3.75,-0.883681506
3.78125,-0.915768963
3.8125,-0.944714442
3.84375,-0.970596492
3.875,-0.993532936
3.90625,-1.013720149
